Amazon_Product_Name,Flipkart_Product_Name,Brand_Similarity,Color_Similarity,Capacity_Similarity,Product_Name_Similarity
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",1.0,1.0,1.0,0.94
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",1.0,1.0,1.0,0.71
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B2/XTL, Black)",1.0,1.0,1.0,0.71
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32B7382QD/TL, Black)",1.0,1.0,1.0,0.78
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Slim Fry Convection & Grill Microwave Oven  (MC32J7035CT, Black, Grey)",1.0,0.71,1.0,0.63
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",1.0,1.0,1.0,0.88
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",1.0,0.71,1.0,0.88
"Samsung 32 L Convection Microwave Oven (MC32A7056QT/TL, Black, Slimfry)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",1.0,1.0,1.0,0.82
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",1.0,1.0,1.0,0.59
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",1.0,1.0,1.0,0.75
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",1.0,1.0,1.0,0.62
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B2/XTL, Black)",1.0,1.0,1.0,0.62
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32B7382QD/TL, Black)",1.0,1.0,1.0,0.71
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Slim Fry Convection & Grill Microwave Oven  (MC32J7035CT, Black, Grey)",1.0,0.71,1.0,0.56
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",1.0,0.71,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QC/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",1.0,1.0,1.0,0.75
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3/XTL, Black)",1.0,1.0,1.0,0.59
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CB/TL, Black)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056QT/TL, Black)",1.0,1.0,1.0,0.75
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B3, BLACK)",1.0,1.0,1.0,0.62
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (CE117PC-B2/XTL, Black)",1.0,1.0,1.0,0.62
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection & Grill Microwave Oven  (MC32B7382QD/TL, Black)",1.0,1.0,1.0,0.82
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Slim Fry Convection & Grill Microwave Oven  (MC32J7035CT, Black, Grey)",1.0,0.71,1.0,0.56
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056CK/TL, Black)",1.0,1.0,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32K7056QT/TL, Black)",1.0,0.71,1.0,0.8
"Samsung 28 L Convection Microwave Oven (MC32B7382QD/TL, Black)","SAMSUNG 32 L Convection Microwave Oven  (MC32A7056CK/TL, Black)",1.0,1.0,1.0,0.75
"Godrej 33 L Convection Microwave Oven (GME 733 CM1 SM, Silver Mist) (52141502SD00099)","Godrej 33 L Convection & Grill Microwave Oven  (GME 733 CM1 SM, Silver)",1.0,0.71,1.0,0.87
"Panasonic 34 L Convection Microwave Oven (NN-CD86JBFDG, Black, With Starter Kit)","Panasonic 34 L Convection Microwave Oven  (NN-CD86JBFDG, BLACK)",1.0,1.0,1.0,0.85
"LG 42 L Solo Microwave Oven (MS4295DIS, Black)","LG 42 L Inverter Solo Microwave Oven  (MS4295DIS, Black)",1.0,1.0,1.0,1.0
